Longitude,Latitude,Time,X,Y,Z,Speed
16.667,17.333,26.934,0.63431,-0.22934,0.044109,1.2842
0.33333,3.6667,26.996,0.64337,-0.23914,0.043041,1.3474
2,23.333,27.06,0.64871,-0.24576,0.041702,1.3474
24.667,13.333,27.122,0.64818,-0.24345,0.041043,1.3474
24.333,7.6667,27.184,0.6539,-0.2521,0.033808,1.3474
22.333,8.3333,27.247,0.65707,-0.2562,0.035362,1.3474
24.667,18,27.309,0.64602,-0.24453,0.040303,1.5789
18.333,13.667,27.371,0.62536,-0.21785,0.04609,1.5789
21,12,27.434,0.62773,-0.22155,0.044185,1.5789
18.667,9,27.496,0.63723,-0.23078,0.042144,1.5789
5.3333,15.333,27.558,0.63662,-0.22782,0.04226,1.5789
12.333,0.66667,27.621,0.63755,-0.22696,0.041521,1.4526
21.333,15,27.683,0.63715,-0.22702,0.041981,1.4526
0.33333,25,27.745,0.63547,-0.22754,0.042997,1.4526
15,13,27.808,0.63265,-0.22923,0.042637,1.4526
11.667,9,27.87,0.62944,-0.22975,0.044804,1.4526
1.6667,21.667,27.934,0.62609,-0.23107,0.045059,1.4737
12,4,27.996,0.62394,-0.2328,0.044103,1.4737
22.667,2.3333,28.058,0.61743,-0.24399,0.043366,1.4737
16.667,12,28.12,0.59826,-0.25496,0.04408,1.4737
20,12.667,28.185,0.53038,-0.29324,0.059666,1.4737
25,19.667,28.249,0.46322,-0.33421,0.078374,1.2842
9,18.667,28.311,0.40747,-0.36769,0.096519,1.2842
20,14.333,28.373,0.36366,-0.40013,0.10523,1.2842
23.333,5.6667,28.436,0.36405,-0.41675,0.1055,1.2842
11.667,4.3333,28.499,0.39848,-0.41389,0.093145,1.2842
14,11,28.561,0.44211,-0.39137,0.064144,1.2
17.667,12,28.624,0.48126,-0.37564,0.043231,1.2
12.667,26.333,28.686,0.55654,-0.3498,0.0061212,1.2
5,25,28.749,0.60375,-0.33748,-0.012743,1.2
6.3333,8.3333,28.812,0.63647,-0.32214,-0.025413,1.2
11,23.333,28.875,0.67065,-0.29711,-0.033258,1.4947
0.66667,15,28.938,0.70098,-0.28808,-0.038782,1.4947
20.333,14.667,29,0.71328,-0.27379,-0.035897,1.4947
1.6667,22.667,29.064,0.71987,-0.2645,-0.035057,1.4947
11.667,21.333,29.126,0.70952,-0.26145,-0.02727,1.4947
14.667,14.333,29.188,0.6953,-0.28005,-0.024906,1.6842
16.333,0.33333,29.251,0.67595,-0.2882,-0.018458,1.6842
11.667,10,29.314,0.64777,-0.27473,-0.0088956,1.6842
2.3333,11.667,29.376,0.64572,-0.28716,-0.01025,1.6842
7.6667,17,29.438,0.6604,-0.29355,-0.012539,1.6842
2,4,29.5,0.67508,-0.29993,-0.014828,1.2
19.667,15.333,29.564,0.63279,-0.24851,-0.0096733,1.2
9.3333,11,29.627,0.64046,-0.2577,-0.015394,1.2
17.667,1.6667,29.689,0.66246,-0.28432,-0.014875,1.2
13,3.6667,29.753,0.66395,-0.28222,-0.01055,1.2
10.333,10.667,29.816,0.6375,-0.25444,-0.005042,1.2421
9,12.333,29.878,0.63894,-0.26555,-0.010908,1.2421
3,9,29.939,0.64435,-0.27475,-0.0095455,1.2421
10,23,30.001,0.63061,-0.25356,-0.0056671,1.2421
10.333,16.333,30.065,0.62011,-0.2408,-0.0047614,1.2421
13,5.3333,30.128,0.63566,-0.25924,-0.0087754,1.1579
21.333,4,30.19,0.64302,-0.2695,-0.0024175,1.1579
18.667,20.667,30.253,0.62377,-0.24376,0.0013218,1.1579
22.667,17.667,30.316,0.62046,-0.24191,0.00066841,1.1579
13.667,9.3333,30.378,0.62996,-0.25098,0.0037178,1.1579
23,1.6667,30.44,0.62942,-0.25216,0.0038825,1.1579
12.667,11.333,30.503,0.63214,-0.26081,0.0013963,0.88421
7.3333,12.333,30.565,0.64531,-0.27301,0.00070032,0.88421
17,14.333,30.629,0.64525,-0.27438,-6.78E-05,0.88421
15.333,22.333,30.691,0.6506,-0.27824,-0.0047554,0.88421
14.667,26.667,30.755,0.64557,-0.2719,-0.0053098,0.88421
10.667,10.333,30.818,0.6364,-0.25758,-0.0026745,0.88421
11.333,5.3333,30.882,0.63921,-0.26371,-0.0036423,0.94737
3.6667,26.667,30.944,0.64192,-0.26317,-0.0030454,0.94737
8,18.333,31.007,0.64058,-0.26263,-0.0024486,0.94737
0.33333,25,31.07,0.63828,-0.26043,-0.002865,0.94737
25,17,31.134,0.63933,-0.26274,-0.0022247,0.94737
16.333,17.333,31.197,0.63843,-0.25854,-0.002267,0.94737
24,10.333,31.259,0.64021,-0.25692,-0.0026898,0.92632
11.333,1,31.322,0.6418,-0.25646,-0.0023891,0.92632
11,16,31.386,0.64412,-0.25338,-0.002152,0.92632
15,19.667,31.448,0.64509,-0.25099,-0.00091198,0.92632
16,17.667,31.51,0.64863,-0.25045,-0.0002577,0.92632
13.667,1.6667,31.572,0.65119,-0.248,-3.55E-05,0.92632
15.667,4.3333,31.634,0.6551,-0.24344,-0.0014597,0.67368
3.6667,20.333,31.696,0.65878,-0.23586,0.0016676,0.52632
20.333,13.333,31.758,0.64476,-0.25144,0.016203,0.52632
17.667,10.333,31.822,0.59635,-0.26479,0.045226,0.52632
9.6667,8,31.886,0.51989,-0.26572,0.066953,0.52632
8.6667,5,31.948,0.45225,-0.24066,0.079279,0.52632
7.3333,25.333,32.009,0.42161,-0.24742,0.081036,0.52632
4,10.667,32.074,0.40166,-0.24448,0.072856,0.52632
9,4,32.136,0.39177,-0.23512,0.060466,0.52632
22.333,14.667,32.198,0.38566,-0.23783,0.039775,0.52632
6.3333,1,32.261,0.37735,-0.25201,0.030741,0.52632
2,14.667,32.323,0.36466,-0.27166,0.02783,0.63158
13.333,10.667,32.385,0.34963,-0.29586,0.020778,0.63158
3.3333,20.333,32.447,0.33623,-0.31346,0.0094309,0.63158
11,4.6667,32.515,0.31752,-0.32372,-0.0051784,0.63158
2.6667,12.667,32.577,0.29895,-0.3313,-0.01577,0.63158
19.333,16,32.639,0.29824,-0.3387,-0.01924,0.61053
9.3333,2.3333,32.701,0.30222,-0.35302,-0.040834,0.61053
15.333,13.333,32.773,0.30449,-0.36069,-0.061258,0.61053
17.667,21,32.836,0.31098,-0.37106,-0.066631,0.61053
17.667,3.6667,32.898,0.33164,-0.38169,-0.074364,0.61053
19,19,32.961,0.34873,-0.38394,-0.082349,0.63158
8.3333,22.333,33.022,0.36229,-0.38453,-0.084842,0.63158
2.3333,14,33.085,0.38081,-0.38656,-0.085187,0.63158
17,0.33333,33.147,0.39493,-0.38605,-0.084841,0.63158
7.3333,9.6667,33.208,0.41042,-0.38219,-0.086714,0.63158
24,26,33.271,0.42897,-0.37701,-0.09391,0.54737
8.3333,4,33.334,0.44399,-0.37049,-0.10177,0.54737
19.333,20.667,33.395,0.46009,-0.36577,-0.11074,0.54737
9,9.6667,33.457,0.48274,-0.36199,-0.11819,0.54737
10,7.6667,33.52,0.50323,-0.35805,-0.12598,0.54737
16,14.667,33.581,0.52181,-0.35534,-0.13276,0.58947
24.333,11,33.654,0.5402,-0.34931,-0.13702,0.58947
7.3333,24.667,33.717,0.55807,-0.34482,-0.13569,0.58947
25.333,9.6667,33.779,0.58011,-0.34398,-0.13484,0.58947
20,3.3333,33.841,0.59035,-0.33821,-0.13505,0.58947
0.33333,7,33.903,0.622,-0.32777,-0.13807,0.71579
23,4.3333,33.971,0.64168,-0.31629,-0.14087,0.71579
18.667,22,34.033,0.65783,-0.30743,-0.14341,0.71579
15,17,34.095,0.68208,-0.29516,-0.13963,0.71579
9.3333,17.667,34.157,0.702,-0.28656,-0.12885,0.71579
9,18,34.22,0.72555,-0.27977,-0.11876,0.69474
2.3333,14.667,34.282,0.74989,-0.26835,-0.1143,0.69474
12.333,7.6667,34.348,0.76656,-0.25196,-0.11082,0.69474
17.667,2.6667,34.41,0.78243,-0.2351,-0.10658,0.69474
15.333,22.333,34.474,0.80369,-0.21668,-0.10491,0.69474
11,8.6667,34.537,0.81211,-0.2037,-0.10165,0.61053
25,16,34.599,0.82884,-0.18569,-0.092996,0.61053
9.6667,12.667,34.661,0.83222,-0.181,-0.085712,0.61053
25.333,17.667,34.724,0.82735,-0.18297,-0.080517,0.61053
1,7,34.786,0.81712,-0.19633,-0.079042,0.61053
12,7.6667,34.848,0.80562,-0.20324,-0.078668,0.71579
19,18.667,34.911,0.79039,-0.20902,-0.080329,0.71579
19,26,34.973,0.80243,-0.22352,-0.085401,0.71579
13.667,7.6667,35.035,0.80527,-0.22257,-0.085284,0.71579
16.333,23,35.098,0.77769,-0.19167,-0.080822,0.71579
20,24.333,35.16,0.79192,-0.20784,-0.08594,0.54737
21.667,22.667,35.224,0.79668,-0.21655,-0.080258,0.54737
9,20.333,35.286,0.77495,-0.19369,-0.072711,0.54737
15.333,7,35.348,0.77949,-0.20489,-0.075987,0.54737
23,25.333,35.411,0.7779,-0.20599,-0.07108,0.54737
16,22.667,35.475,0.77596,-0.20246,-0.072119,0.54737
13.667,22.667,35.545,0.77648,-0.20116,-0.072591,0.54737
23,21,35.607,0.77536,-0.19694,-0.074248,0.54737
18.333,12.667,35.669,0.77473,-0.19526,-0.072802,0.54737
3,23,35.73,0.77446,-0.19684,-0.072488,0.54737
13.667,25,35.792,0.77409,-0.19643,-0.070362,0.73684
0.66667,0.66667,35.855,0.77391,-0.19552,-0.069476,0.73684
12,19.667,35.917,0.77193,-0.19255,-0.069701,0.73684
24.333,12.667,35.979,0.77253,-0.19206,-0.067747,0.73684
1.3333,16,36.041,0.77057,-0.19351,-0.06625,0.73684
25.333,26.333,36.104,0.76757,-0.18909,-0.06538,0.54737
5,22.667,36.167,0.76565,-0.19006,-0.065346,0.54737
10,26.333,36.229,0.76407,-0.18999,-0.063289,0.54737
5.6667,9.3333,36.292,0.76976,-0.20001,-0.064954,0.54737
2.6667,7.6667,36.355,0.76476,-0.20203,-0.066629,0.54737
11.667,8.6667,36.417,0.75976,-0.20404,-0.068305,0.61053
7.6667,9,36.479,0.72375,-0.18447,-0.064596,0.61053
3,14.667,36.541,0.70036,-0.17626,-0.063768,0.61053
13.333,7.6667,36.603,0.6506,-0.16787,-0.058828,0.61053
6.6667,24.667,36.67,0.62283,-0.16828,-0.055782,0.61053
9.3333,18,36.732,0.5881,-0.17622,-0.049662,0.58947
15,21,36.794,0.55383,-0.20317,-0.036391,0.58947
14.667,5,36.857,0.51955,-0.21975,-0.029903,0.58947
11.333,4,36.918,0.48611,-0.22791,-0.035147,0.58947
10.333,1.6667,36.985,0.46967,-0.24438,-0.037751,0.58947
10.333,16.667,37.052,0.46215,-0.25331,-0.038863,0.52632
7.6667,16,37.114,0.4407,-0.26778,-0.045759,0.52632
5,10.333,37.176,0.43007,-0.27995,-0.046925,0.52632
3.6667,0.66667,37.238,0.42547,-0.29631,-0.046758,0.52632
0.66667,4.3333,37.301,0.41252,-0.31045,-0.056574,0.52632
20.333,13.667,37.365,0.41113,-0.31915,-0.06443,0.56842
13.667,21,37.427,0.41076,-0.33122,-0.073818,0.56842
19.333,20.333,37.489,0.41521,-0.33876,-0.09064,0.56842
20.333,25,37.552,0.42687,-0.34193,-0.10193,0.56842
7.3333,21.333,37.615,0.44251,-0.34511,-0.11267,0.56842
5.3333,12.333,37.677,0.45633,-0.34214,-0.12537,0.61053
2,9.3333,37.739,0.46382,-0.34002,-0.13141,0.61053
11.667,3.6667,37.8,0.48067,-0.34114,-0.13948,0.61053
19,15,37.878,0.50412,-0.34066,-0.14126,0.61053
26.333,5.6667,37.94,0.51721,-0.33655,-0.13826,0.61053
15,3.3333,38.002,0.53312,-0.31497,-0.13807,0.58947
1.3333,20.667,38.065,0.53678,-0.29416,-0.1374,0.58947
15.667,12.333,38.127,0.54584,-0.2833,-0.13701,0.58947
7.6667,19.667,38.191,0.58395,-0.28775,-0.13428,0.58947
14.667,3,38.253,0.61922,-0.29642,-0.13933,0.58947
12,12,38.315,0.63223,-0.29519,-0.14355,0.67368
3.3333,15,38.377,0.65459,-0.29399,-0.14586,0.67368
10.333,23,38.44,0.66546,-0.29192,-0.14745,0.67368
20.667,24.333,38.502,0.69527,-0.28081,-0.1477,0.67368
24.667,9.6667,38.565,0.71517,-0.26913,-0.14599,0.67368
18.667,10,38.628,0.73446,-0.26272,-0.14244,0.56842
26,3,38.691,0.75789,-0.25611,-0.13726,0.56842
3.6667,17.667,38.752,0.77195,-0.24664,-0.13406,0.56842
17.333,6,38.815,0.76606,-0.23055,-0.12886,0.56842
10.333,23.333,38.878,0.7634,-0.21998,-0.12309,0.56842
15,10.667,38.944,0.75973,-0.2175,-0.11909,0.73684
5.3333,12.333,39.006,0.75473,-0.21172,-0.11051,0.73684
10.667,5,39.069,0.77784,-0.23609,-0.11391,0.73684
9.3333,2,39.131,0.79369,-0.25506,-0.11302,0.73684
9.6667,21,39.193,0.80134,-0.26511,-0.11288,0.73684
10,21.667,39.255,0.78411,-0.2525,-0.1111,0.58947
3.3333,12.667,39.318,0.75946,-0.2363,-0.10895,0.58947
13.667,23,39.38,0.75787,-0.24903,-0.11079,0.58947
22,17,39.443,0.78144,-0.27494,-0.11612,0.58947
9.3333,5,39.505,0.7717,-0.25607,-0.1123,0.58947
13.333,1,39.568,0.75771,-0.24653,-0.11824,0.54737
3.3333,3.6667,39.631,0.75857,-0.24882,-0.11819,0.54737
15.667,8.6667,39.694,0.76072,-0.25384,-0.11638,0.54737
14,19.667,39.756,0.75615,-0.25167,-0.11508,0.54737
9.6667,20.667,39.819,0.75572,-0.25108,-0.11411,0.54737
23.333,4,39.881,0.75174,-0.24195,-0.11215,0.65263
9.3333,21.333,39.944,0.74686,-0.23811,-0.11128,0.65263
12.333,4.6667,40.005,0.75094,-0.24336,-0.11231,0.65263
6.6667,19.333,40.067,0.75574,-0.24753,-0.11128,0.65263
20.667,2.3333,40.13,0.74377,-0.22688,-0.10866,0.65263
7.3333,10.667,40.192,0.73442,-0.21934,-0.10852,0.69474
14.333,22,40.255,0.73791,-0.22129,-0.10695,0.69474
14.333,14.333,40.318,0.73411,-0.21998,-0.10493,0.69474
23.333,25.333,40.38,0.73241,-0.22326,-0.1029,0.69474
25.333,8.6667,40.443,0.73199,-0.22361,-0.10051,0.69474
1.3333,15.667,40.505,0.73354,-0.22448,-0.096016,0.61053
26.333,5.3333,40.568,0.73506,-0.22501,-0.093517,0.61053
17,10.667,40.63,0.73294,-0.22484,-0.092363,0.61053
2,26.667,40.693,0.73652,-0.23337,-0.089742,0.61053
5.6667,9.3333,40.756,0.73424,-0.23201,-0.084883,0.61053
9.6667,24.333,40.818,0.73358,-0.23062,-0.085104,1.6
11.667,18.667,40.88,0.73218,-0.22956,-0.083244,1.6
20.333,1,40.943,0.73371,-0.23079,-0.083444,1.6
24.667,13,41.004,0.73597,-0.23459,-0.084765,1.6
17,18.333,41.067,0.73607,-0.23522,-0.085266,1.6
25.667,11,41.13,0.73552,-0.23643,-0.085571,1.4105
20.333,4.3333,41.192,0.73547,-0.23657,-0.084485,1.4105
14.333,15,41.257,0.73431,-0.23667,-0.083413,1.4105
23,25.333,41.319,0.73329,-0.2362,-0.082837,1.4105
22,25.667,41.381,0.73379,-0.23736,-0.082454,1.4105
3.6667,26.667,41.445,0.73211,-0.2363,-0.082401,1.4105
20.333,22.333,41.507,0.73123,-0.23641,-0.080783,1.4105
16.667,17.667,41.57,0.72793,-0.2381,-0.080611,1.4105
10.667,23.333,41.631,0.72726,-0.23826,-0.080588,1.4105
22.667,23.333,41.695,0.72876,-0.24067,-0.080591,1.4105
1.3333,20.333,41.757,0.72835,-0.23966,-0.081149,1.6421
2.6667,4.6667,41.819,0.7288,-0.24029,-0.08177,1.6421
25.333,2.3333,41.884,0.7275,-0.24009,-0.080735,1.6421
10.667,13.667,41.946,0.72704,-0.24003,-0.080961,1.6421
14.333,2.6667,42.009,0.72273,-0.23655,-0.080949,1.6421
24.333,12,42.073,0.72151,-0.23735,-0.079901,1.3684
9.3333,8.3333,42.135,0.71927,-0.23832,-0.078683,1.3684
18,10.333,42.198,0.71772,-0.23802,-0.078115,1.3684
19.667,26.667,42.261,0.71522,-0.23822,-0.078665,1.3684
6,23.333,42.324,0.71396,-0.2379,-0.076898,1.3684
15,25.333,42.387,0.71448,-0.23785,-0.075683,1.4526
12.333,7,42.451,0.71548,-0.23667,-0.075219,1.4526
16.333,1.3333,42.514,0.72129,-0.2332,-0.070874,1.4526
14.667,22.333,42.577,0.73193,-0.22357,-0.062256,1.4526
14,18.667,42.639,0.79395,-0.23641,-0.066009,1.4526
7.6667,16,42.701,0.86138,-0.18885,-0.085808,1.5368
23.667,6,42.764,0.88612,-0.14368,-0.10143,1.5368
25,14.333,42.826,0.91906,-0.074191,-0.12378,1.5368
21.667,1.6667,42.888,0.91903,-0.075533,-0.13353,1.5368
26,11.667,42.951,0.89567,-0.098534,-0.1363,1.5368
14,5.3333,43.013,0.82398,-0.15924,-0.13217,1.2
3.3333,9,43.075,0.7814,-0.21742,-0.11518,1.2
17.667,25.333,43.138,0.73549,-0.25626,-0.10011,1.2
5.3333,22.667,43.204,0.66546,-0.27166,-0.086267,1.2
23,7,43.266,0.6203,-0.28308,-0.074848,1.2
25.333,10.333,43.328,0.60966,-0.29247,-0.065541,1.4316
3,19.667,43.39,0.60907,-0.28345,-0.061973,1.4316
8,21,43.452,0.61749,-0.27753,-0.067835,1.4316
21.333,0.33333,43.516,0.62616,-0.26956,-0.068142,1.4316
12,6,43.593,0.62695,-0.268,-0.063784,1.4316
13.333,2,43.657,0.62557,-0.26609,-0.064729,1.4105
1,19,43.72,0.61146,-0.2552,-0.064228,1.4105
15.333,23.667,43.782,0.63225,-0.27238,-0.064578,1.4105
15.333,7.6667,43.844,0.65402,-0.29708,-0.066571,1.4105
20,18.667,43.909,0.64525,-0.27697,-0.066574,1.4105
2.3333,4,43.972,0.63019,-0.25624,-0.065702,1.6211
21,10,44.034,0.64495,-0.27396,-0.065595,1.6211
5.3333,22.333,44.096,0.65547,-0.28302,-0.061436,1.6211
14.333,18.667,44.158,0.64794,-0.2705,-0.061581,1.6211
24.667,18.667,44.22,0.63472,-0.25278,-0.067947,1.6211
26.333,23,44.282,0.64198,-0.26415,-0.066247,1.6211
26.333,8,44.344,0.64182,-0.262,-0.066392,0.73684
8.3333,17.667,44.406,0.62723,-0.2462,-0.068357,0.73684
20.333,8,44.469,0.64031,-0.26369,-0.068526,0.73684
5.6667,25.333,44.532,0.64653,-0.27227,-0.063707,0.73684
23,21,44.594,0.64213,-0.25871,-0.064139,0.56842
17.667,22.333,44.656,0.63751,-0.25532,-0.066019,0.56842
3,19.667,44.718,0.64167,-0.26099,-0.064251,0.56842
15.667,21.333,44.781,0.64549,-0.26654,-0.059987,0.56842
26,11,44.843,0.64525,-0.26644,-0.058059,0.56842
22.667,3.6667,44.906,0.64677,-0.26321,-0.059349,0.61053
20.333,4.3333,44.969,0.64993,-0.26342,-0.059941,0.61053
19,22,45.031,0.6504,-0.26367,-0.059541,0.61053
6.6667,1,45.094,0.6516,-0.26543,-0.059206,0.61053
1.3333,14.667,45.173,0.66013,-0.27322,-0.061217,0.61053
12.333,22,45.236,0.66074,-0.27681,-0.061888,0.56842
3.3333,25.333,45.297,0.65929,-0.2751,-0.059477,0.56842
4.3333,12.333,45.368,0.65865,-0.27619,-0.058525,0.56842
11.333,2,45.43,0.65473,-0.27647,-0.056654,0.56842
18,14,45.491,0.65566,-0.27638,-0.054789,0.56842
26,5.3333,45.554,0.65393,-0.27653,-0.053763,0.56842
7.6667,8,45.616,0.65383,-0.27405,-0.053109,0.56842
14.333,26.333,45.678,0.65578,-0.27388,-0.052794,0.56842
25,4.6667,45.74,0.65657,-0.27361,-0.051915,0.56842
4.6667,21,45.802,0.65654,-0.27247,-0.052874,0.56842
21.333,9.3333,45.87,0.65629,-0.27174,-0.052087,0.61053
3,12.667,45.931,0.6589,-0.27339,-0.049682,0.61053
23.667,3,45.994,0.66482,-0.27047,-0.046567,0.61053
14,1.6667,46.056,0.67073,-0.26866,-0.044484,0.61053
26,23,46.118,0.69187,-0.2689,-0.039152,0.61053
20.333,2,46.181,0.71111,-0.26461,-0.036694,0.73684
19.333,23.667,46.244,0.73107,-0.25619,-0.035987,0.73684
0.33333,10.667,46.306,0.76039,-0.24586,-0.036049,0.73684
5.6667,12,46.374,0.79,-0.23348,-0.037706,0.73684
7,9.6667,46.444,0.81604,-0.2228,-0.039878,0.73684
2.3333,1,46.507,0.84769,-0.20441,-0.044478,0.73684
19.667,19.667,46.569,0.87498,-0.19474,-0.049765,0.73684
22,9.6667,46.631,0.89313,-0.18168,-0.051103,0.73684
9.3333,17.333,46.694,0.91245,-0.17583,-0.055293,0.73684
3.6667,20.667,46.757,0.92368,-0.17727,-0.05613,0.73684
18,18.333,46.819,0.9405,-0.18087,-0.061094,0.65263
22.333,13,46.881,0.93912,-0.18121,-0.061106,0.65263
18,21.667,46.943,0.94496,-0.18814,-0.067087,0.65263
4,2.3333,47.005,0.9446,-0.19065,-0.075707,0.65263
10.333,1,47.07,0.94169,-0.18659,-0.078484,0.65263
18.333,11.667,47.132,0.93301,-0.18547,-0.0881,0.65263
14,4,47.194,0.92734,-0.18578,-0.091797,0.65263
26.333,21.667,47.256,0.92749,-0.19006,-0.095496,0.65263
7.3333,0.33333,47.318,0.91799,-0.17476,-0.10417,0.65263
23.333,2.6667,47.381,0.91476,-0.17494,-0.10436,0.65263
10,11.333,47.453,0.90929,-0.18646,-0.10764,0.52632
3.6667,6.3333,47.522,0.89659,-0.19529,-0.11071,0.52632
2.3333,25.667,47.586,0.88003,-0.19592,-0.10681,0.52632
20,10,47.648,0.87544,-0.20762,-0.10896,0.52632
10,13.333,47.71,0.85962,-0.21048,-0.10946,0.52632
10.333,7.3333,47.772,0.85041,-0.21083,-0.11042,0.65263
8.3333,15.667,47.834,0.83197,-0.21356,-0.11224,0.65263
8,14,47.897,0.81016,-0.22176,-0.10904,0.65263
7,26.333,47.963,0.79007,-0.22647,-0.10502,0.65263
12.667,17.667,48.025,0.77274,-0.22635,-0.10625,0.65263
26.667,22.667,48.087,0.74323,-0.22022,-0.10748,0.71579
10.333,2.3333,48.15,0.72436,-0.22377,-0.10704,0.71579
25.333,11.333,48.212,0.69606,-0.22856,-0.10259,0.71579
4.6667,1.3333,48.275,0.67666,-0.22955,-0.10262,0.71579
25,16.333,48.337,0.6656,-0.23668,-0.10387,0.71579
20.333,19.667,48.399,0.65535,-0.24476,-0.10197,0.63158
23,18.333,48.464,0.63605,-0.23933,-0.1015,0.63158
16.333,1.6667,48.526,0.63568,-0.23538,-0.10096,0.63158
3,18.333,48.588,0.64202,-0.23743,-0.1006,0.63158
12.333,8.3333,48.65,0.64639,-0.2382,-0.10039,0.63158
17.667,9.3333,48.715,0.64932,-0.24122,-0.10123,0.61053
1.6667,19.667,48.776,0.63998,-0.2333,-0.10202,0.61053
0.66667,3,48.839,0.62919,-0.21659,-0.1029,0.61053
8,7,48.901,0.64518,-0.23013,-0.10264,0.61053
25,12,48.966,0.65166,-0.24043,-0.099361,0.61053
14,15.667,49.028,0.65218,-0.24218,-0.098811,0.54737
23.667,8.3333,49.092,0.65467,-0.24325,-0.10141,0.54737
10.333,11.667,49.155,0.65196,-0.24273,-0.10127,0.54737
23.667,8.3333,49.216,0.64556,-0.23831,-0.10034,0.54737
14.333,24.667,49.279,0.64161,-0.23231,-0.099089,0.54737
24,17.667,49.341,0.64516,-0.23783,-0.098566,0.67368
3,5,49.404,0.65795,-0.25811,-0.09658,0.67368
5.6667,17.333,49.468,0.65937,-0.26191,-0.09502,0.67368
19,1,49.53,0.65078,-0.2438,-0.095579,0.67368
9.6667,21,49.592,0.64783,-0.23379,-0.097747,0.67368
0.33333,0.33333,49.657,0.64546,-0.23016,-0.097202,0.73684
10.333,10.333,49.719,0.65905,-0.24356,-0.096516,0.73684
8.6667,18,49.781,0.66102,-0.24632,-0.09597,0.73684
10.667,1.3333,49.844,0.65861,-0.2353,-0.098055,0.73684
5,11.667,49.906,0.65491,-0.22918,-0.097877,0.73684
5.6667,4.6667,49.968,0.65485,-0.22472,-0.097855,0.67368
16,15.667,50.03,0.65844,-0.2288,-0.095684,0.67368
16,5.3333,50.093,0.65751,-0.22471,-0.095377,0.67368
4.6667,10.333,50.156,0.65829,-0.22319,-0.093743,0.67368
25,23.667,50.218,0.6582,-0.22106,-0.090987,0.67368
1.6667,0.33333,50.285,0.65692,-0.22237,-0.089812,0.61053
5.6667,18.333,50.348,0.65453,-0.22707,-0.086392,0.61053
13.667,7.6667,50.41,0.65142,-0.22464,-0.082971,0.61053
20.333,22,50.473,0.6536,-0.22521,-0.084009,0.61053
4,8,50.535,0.65317,-0.22498,-0.082293,0.61053
25,10.667,50.597,0.64847,-0.22225,-0.080165,0.67368
11.333,25.667,50.662,0.64952,-0.22508,-0.079656,0.67368
1.6667,22.333,50.725,0.64753,-0.22332,-0.077043,0.67368
18,24,50.787,0.64917,-0.22133,-0.077066,0.67368
7.6667,25,50.849,0.6462,-0.22465,-0.075032,0.67368
21,3.6667,50.912,0.64032,-0.22829,-0.071164,0.65263
26,9.3333,50.974,0.63799,-0.23148,-0.066912,0.65263
18.667,19.333,51.036,0.64309,-0.24082,-0.046051,0.65263
13.333,17,51.103,0.69868,-0.23779,-0.048305,0.65263
2.6667,22.333,51.165,0.74521,-0.19474,-0.054869,0.65263
8,6,51.227,0.80247,-0.13457,-0.081726,0.69474
14.667,8.6667,51.29,0.79793,-0.11353,-0.085364,0.69474
0.33333,6,51.353,0.76514,-0.14816,-0.06334,0.69474
7.6667,1,51.415,0.71803,-0.21109,-0.042263,0.69474
16,18.333,51.478,0.68119,-0.23959,-0.028751,0.69474
4.6667,7.6667,51.541,0.61216,-0.26285,-0.0039943,0.67368
4.6667,1,51.603,0.59136,-0.27558,0.0051356,0.67368
18.333,7.6667,51.666,0.58677,-0.27583,0.0071246,0.67368
15.333,3.3333,51.728,0.59076,-0.25939,0.00089583,0.67368
15,2,51.792,0.59286,-0.24716,0.0037787,0.67368
26,15.667,51.855,0.58694,-0.23836,0.0094214,0.63158
17,0.33333,51.917,0.57408,-0.23224,0.013468,0.63158
8.6667,22.667,51.98,0.59068,-0.25213,0.010669,0.63158
14,2,52.041,0.61021,-0.27209,0.0040761,0.63158
23.333,13,52.111,0.59621,-0.24943,0.0011018,0.63158
26.667,4.3333,52.173,0.57215,-0.22683,0.00064722,0.73684
22.667,11.333,52.235,0.57793,-0.23662,-0.0023689,0.73684
9.3333,23.333,52.297,0.59182,-0.2522,-0.0008723,0.73684
20,17.667,52.36,0.58836,-0.24357,-0.0026965,0.73684
25.333,25.667,52.422,0.57661,-0.22862,-0.0029105,0.73684
18,10.667,52.484,0.57828,-0.22778,-0.0044734,0.65263
13,11,52.546,0.58551,-0.23402,-0.0070411,0.65263
7.6667,21,52.61,0.59664,-0.24612,-0.0080942,0.65263
16,24.333,52.673,0.59552,-0.24611,-0.0086114,0.65263
9,18,52.735,0.58645,-0.23604,-0.0084045,0.65263
25.667,4.6667,52.798,0.58154,-0.23294,-0.0051181,0.67368
12,8.6667,52.86,0.58574,-0.23776,-0.0026401,0.67368
25.667,7.3333,52.923,0.5871,-0.23483,-0.00099323,0.67368
18.333,6.3333,52.986,0.59139,-0.23551,0.00030288,0.67368
19,19,53.048,0.59162,-0.23697,-0.00013698,0.67368
25.667,8.3333,53.111,0.58885,-0.23043,0.0016464,0.67368
25.333,26,53.173,0.58709,-0.22925,0.0016368,0.67368
22.333,23,53.237,0.58704,-0.22902,0.0019652,0.67368
4.3333,16.667,53.3,0.58818,-0.22773,0.0032579,0.67368
22.333,23.667,53.362,0.59062,-0.23026,0.0032241,0.67368
