Longitude,Latitude,Time,X,Y,Z,Speed
12.667,8.3333,53.425,0.59536,-0.23467,0.0016775,0.71579
8,17,53.491,0.59645,-0.23491,0.00044984,0.71579
14,17,53.553,0.59313,-0.22919,0.00097869,0.71579
22.333,8.3333,53.615,0.59712,-0.22924,0.0010834,0.71579
14.667,15.667,53.677,0.59816,-0.22833,0.0021083,0.71579
7,3,53.74,0.60019,-0.22036,-0.00040258,0.71579
9.6667,21.333,53.803,0.60208,-0.2199,0.00049106,1.0316
5,23.667,53.866,0.60096,-0.21996,0.002028,1.0316
9.6667,17.333,53.928,0.59576,-0.21916,0.0023398,1.0316
5.3333,1.6667,53.991,0.59179,-0.2179,0.0022624,1.0316
22.333,25.333,54.053,0.58899,-0.21818,0.0036423,1.0316
10.333,1.6667,54.115,0.58618,-0.21845,0.0050222,1.0316
0.33333,6.6667,54.178,0.58534,-0.21838,0.0049141,1.4737
8.3333,10.333,54.24,0.57519,-0.21462,0.0045144,1.4737
22.333,11.333,54.303,0.56869,-0.21287,0.0039718,1.4737
7.6667,4.6667,54.365,0.55839,-0.21424,0.0047138,1.2211
21,25.333,54.428,0.54363,-0.21497,0.0093803,1.2211
14.333,3.6667,54.492,0.5403,-0.22354,0.01156,1.2211
4.3333,20.333,54.554,0.53001,-0.22479,0.0087866,1.2211
14.333,17.333,54.617,0.52217,-0.21823,0.00024451,1.2211
7.6667,8.3333,54.686,0.51796,-0.21074,-0.0045244,1.4737
19.333,3.3333,54.748,0.47797,-0.21181,-0.0011193,1.4737
19.667,25.667,54.81,0.44851,-0.22895,0.0021209,1.4737
12,22,54.873,0.42556,-0.23944,0.0059838,1.4737
5,4.3333,54.935,0.38455,-0.2585,0.016977,1.4737
3.6667,10.667,54.996,0.35621,-0.27331,0.02673,1.2421
7.3333,12.667,55.059,0.33448,-0.28481,0.034155,1.2421
17,20,55.121,0.31932,-0.29591,0.036819,1.2421
21.667,23.667,55.183,0.31565,-0.30336,0.026334,1.2421
18,26,55.245,0.29926,-0.3108,0.015849,1.2421
7.6667,19.333,55.308,0.28943,-0.31853,0.005018,1.3684
4,16.667,55.37,0.288,-0.32685,-0.00053607,1.3684
6.6667,22.667,55.432,0.30038,-0.34877,-0.010747,1.3684
18.667,10.333,55.505,0.3192,-0.34949,-0.023028,1.3684
2,24,55.568,0.33958,-0.35018,-0.024939,1.3684
13.333,21.333,55.63,0.3815,-0.34872,-0.02779,1.4316
26.333,24.333,55.692,0.41283,-0.33737,-0.032064,1.4316
24.333,11.333,55.754,0.44459,-0.32691,-0.034895,1.4316
15.667,2,55.818,0.47494,-0.31756,-0.039828,1.4316
20.667,24.333,55.881,0.48848,-0.31151,-0.041853,1.4316
20,16.667,55.942,0.52844,-0.30773,-0.043626,1.6211
18.667,20.333,56.005,0.54945,-0.3035,-0.047383,1.6211
18.333,15.667,56.067,0.5648,-0.30257,-0.047754,1.6211
7.6667,26.667,56.129,0.58672,-0.30235,-0.046657,1.6211
15.667,4.6667,56.19,0.59838,-0.29733,-0.049222,1.6211
16.667,19,56.252,0.61162,-0.28839,-0.052245,1.5158
22,4.6667,56.315,0.62942,-0.28292,-0.05601,1.5158
0.66667,2.3333,56.378,0.63567,-0.27626,-0.05614,1.5158
6,17,56.441,0.65467,-0.26418,-0.058849,1.5158
26.667,15,56.505,0.67139,-0.25729,-0.054191,1.5158
22,20.667,56.567,0.68316,-0.25354,-0.045349,1.5789
17,1.6667,56.629,0.71147,-0.25563,-0.043134,1.5789
18.333,1.3333,56.692,0.69765,-0.22396,-0.03549,1.5789
21.667,15.667,56.754,0.67988,-0.20826,-0.027232,1.5789
7.6667,20.333,56.818,0.71186,-0.23525,-0.028543,1.5789
18,5,56.881,0.72895,-0.24415,-0.030572,1.2211
1,14.333,56.943,0.72352,-0.23052,-0.031831,1.2211
14.667,15.333,57.006,0.71554,-0.22536,-0.031646,1.2211
14.333,16.333,57.069,0.71408,-0.22589,-0.032,1.2211
23.333,1.3333,57.131,0.71283,-0.22298,-0.03224,1.2211
5.3333,7.3333,57.194,0.71448,-0.22013,-0.033335,1.4316
25,5,57.256,0.71248,-0.21486,-0.035747,1.4316
26.333,14.333,57.318,0.70847,-0.21711,-0.037131,1.4316
9,19.667,57.381,0.70339,-0.21793,-0.035229,1.4316
16.667,24.667,57.443,0.70305,-0.21785,-0.034344,1.4316
14.333,1,57.511,0.70201,-0.21519,-0.034384,1.6421
12.333,22,57.573,0.70285,-0.21163,-0.035653,1.6421
9.6667,22.667,57.635,0.69888,-0.20987,-0.033266,1.6421
9,12.667,57.697,0.69743,-0.21371,-0.032492,1.6421
2.3333,10,57.761,0.69466,-0.21228,-0.031271,1.6421
10.667,2.3333,57.823,0.69666,-0.21015,-0.03087,1.2
6.6667,4.6667,57.888,0.69334,-0.20873,-0.03061,1.2
13,18,57.952,0.69048,-0.20714,-0.028613,1.2
19,16,58.014,0.69176,-0.20647,-0.027429,1.2
3.6667,18,58.077,0.69186,-0.20644,-0.028199,1.2
22.333,12.333,58.14,0.68969,-0.20263,-0.028976,1.4947
25,21.333,58.202,0.69003,-0.20084,-0.027269,1.4947
22.333,12.333,58.265,0.68845,-0.19903,-0.025832,1.4947
13,24,58.327,0.6874,-0.19956,-0.023917,1.4947
17.667,2,58.389,0.68616,-0.19948,-0.02043,1.4947
12.333,17,58.451,0.68593,-0.19879,-0.020131,1.2
11.333,21.667,58.514,0.68637,-0.19631,-0.01829,1.2
1,8.6667,58.576,0.68503,-0.19366,-0.017155,1.2
25,14.333,58.638,0.68552,-0.18811,-0.013223,1.2
1.3333,23.333,58.701,0.68688,-0.18492,-0.0097608,1.2
13,14.333,58.77,0.68825,-0.18173,-0.0062987,1.2
10.333,21.333,58.832,0.68272,-0.17652,-0.0043145,1.0316
14.333,15.667,58.895,0.67587,-0.17424,-0.0018191,1.0316
26.667,23.667,58.957,0.66953,-0.17613,0.00087285,1.0316
24.333,12,59.02,0.65632,-0.17153,0.0070962,1.0316
0.66667,2.6667,59.083,0.65028,-0.16951,0.0080331,1.0316
21,25,59.145,0.62214,-0.16817,0.020021,1.0316
13,11.333,59.208,0.59348,-0.171,0.026734,0.92632
10.667,14.333,59.27,0.57329,-0.17738,0.029472,0.92632
22,18.667,59.332,0.5503,-0.16913,0.030267,0.92632
23.333,1.6667,59.395,0.53042,-0.16684,0.033089,0.75789
26.667,9.3333,59.458,0.51282,-0.1705,0.037992,0.75789
5.3333,21.333,59.522,0.49459,-0.17395,0.042472,0.75789
23.333,0.33333,59.585,0.47803,-0.17457,0.041543,0.75789
8.3333,1.6667,59.648,0.46225,-0.17862,0.037135,0.75789
11,7.3333,59.71,0.45751,-0.18728,0.035501,0.77895
22,9.6667,59.772,0.45059,-0.19058,0.033141,0.77895
10,21,59.835,0.43927,-0.1945,0.020486,0.77895
11.667,5.3333,59.901,0.43203,-0.19682,0.01395,0.77895
2.6667,11,59.97,0.42516,-0.20249,0.011304,0.77895
18,18.667,60.032,0.41282,-0.21263,0.0066774,0.84211
19.667,22.333,60.095,0.404,-0.21828,0.0024168,0.84211
8.3333,14.667,60.157,0.40002,-0.22625,-0.00073749,0.84211
9.3333,24.333,60.22,0.39578,-0.2316,-0.0066952,0.84211
19.667,24.667,60.282,0.39085,-0.23246,-0.015187,0.84211
26.333,16.667,60.345,0.38746,-0.23945,-0.023309,0.82105
18.667,24.333,60.408,0.38551,-0.2478,-0.02693,0.82105
2.6667,24,60.47,0.38496,-0.25267,-0.033062,0.82105
12.667,9.3333,60.532,0.38484,-0.25857,-0.043119,0.82105
17,26.667,60.594,0.38474,-0.2635,-0.051936,0.82105
14.333,24,60.656,0.38749,-0.27065,-0.061349,1.1158
4,10,60.718,0.39009,-0.27529,-0.072004,1.1158
7.6667,21,60.78,0.3947,-0.27936,-0.083176,1.1158
26.333,9,60.841,0.40357,-0.2837,-0.099678,1.1158
21.333,4.3333,60.903,0.41091,-0.28753,-0.11383,1.1158
25,20,60.964,0.41739,-0.28946,-0.12376,1.0737
9.3333,17,61.029,0.43603,-0.29323,-0.12516,1.0737
5.6667,16,61.09,0.44921,-0.29308,-0.12509,1.0737
18.333,6.6667,61.153,0.47388,-0.29055,-0.11972,1.0737
9.6667,7.6667,61.215,0.48999,-0.28425,-0.11653,1.0737
12,21.333,61.283,0.50943,-0.28101,-0.11031,0.88421
24.333,15.667,61.345,0.53456,-0.26929,-0.099506,0.88421
22.333,8.3333,61.407,0.56545,-0.26292,-0.086119,0.88421
10.667,8,61.468,0.58361,-0.25047,-0.075955,0.88421
19.667,6.3333,61.536,0.61303,-0.24174,-0.07103,0.88421
8,13.667,61.6,0.64193,-0.22275,-0.059664,0.90526
8,15.333,61.663,0.67058,-0.20865,-0.050264,0.90526
8,2,61.726,0.68475,-0.20051,-0.04275,0.90526
0.66667,4.6667,61.787,0.68588,-0.20177,-0.039894,0.90526
24.667,13.667,61.849,0.68473,-0.20449,-0.027032,0.90526
18.333,14.667,61.911,0.68,-0.20568,-0.022505,0.98947
6.3333,13.667,61.972,0.67583,-0.20774,-0.019217,0.98947
13.333,3.3333,62.034,0.67484,-0.2122,-0.018611,0.98947
21.333,4.3333,62.097,0.67362,-0.21454,-0.017972,0.98947
10.333,11,62.16,0.67079,-0.21522,-0.018606,0.98947
6,18.667,62.221,0.67158,-0.22173,-0.022961,0.96842
19.333,21,62.283,0.67162,-0.22737,-0.02294,0.96842
20.667,17,62.346,0.67517,-0.23573,-0.020933,0.96842
18.667,15.667,62.407,0.67595,-0.23941,-0.018925,0.96842
16.667,26,62.47,0.67552,-0.23694,-0.021412,0.96842
20.333,14.333,62.533,0.67736,-0.23492,-0.02152,0.88421
13.667,8,62.595,0.68003,-0.23622,-0.020403,0.88421
9,5.3333,62.656,0.68074,-0.23915,-0.016874,0.88421
0.33333,6,62.72,0.6813,-0.24199,-0.01363,0.88421
15.667,12,62.782,0.68127,-0.24185,-0.01199,0.88421
4.6667,15.333,62.845,0.67766,-0.24063,-0.012213,1.0947
5.3333,24.667,62.908,0.67752,-0.24397,-0.010966,1.0947
4.3333,8.6667,62.97,0.67637,-0.24737,-0.00949,1.0947
13.667,7.6667,63.031,0.6755,-0.24733,-0.0105,1.0947
0.66667,16.667,63.094,0.6744,-0.24375,-0.01123,1.0947
12.667,6,63.155,0.67368,-0.24403,-0.010525,1.0947
1.3333,4.6667,63.218,0.67442,-0.24336,-0.0088507,0.73684
12,0.66667,63.28,0.67497,-0.24788,-0.0081154,0.73684
4.6667,14,63.343,0.67334,-0.24642,-0.0066289,0.73684
15.333,0.33333,63.405,0.67566,-0.24592,-0.0069364,0.73684
22,15,63.467,0.66921,-0.2388,-0.0062037,0.73684
2.3333,15,63.528,0.67139,-0.24129,-0.0057136,0.73684
6.3333,2,63.59,0.66936,-0.23997,-0.0043833,1.3684
6.6667,10.667,63.651,0.66826,-0.2396,-0.0032355,1.3684
9.6667,20.667,63.715,0.66614,-0.23794,-0.0011819,1.3684
11,15.333,63.776,0.66434,-0.23552,0.0005092,1.5368
3.3333,11,63.84,0.66433,-0.23769,0.0038864,1.5368
11,14,63.904,0.66606,-0.23898,0.0044268,1.5368
18.333,10.667,63.966,0.659,-0.22681,0.0041163,1.5368
14.667,2,64.028,0.6511,-0.21845,0.0067685,1.5368
9.6667,21,64.092,0.65449,-0.22287,0.011583,1.2
17.667,20.667,64.153,0.65317,-0.22291,0.012691,1.2
18.333,15.333,64.216,0.6492,-0.21932,0.01172,1.2
3.6667,16.667,64.291,0.64954,-0.22485,0.013933,1.2
12,16,64.354,0.6497,-0.22791,0.018978,1.2
25,16.667,64.416,0.64861,-0.22573,0.017866,1.6
15.333,6.6667,64.478,0.64886,-0.22389,0.01616,1.6
15.667,21.333,64.539,0.64949,-0.22299,0.018256,1.6
20.667,19,64.601,0.64825,-0.22443,0.020322,1.6
6.6667,20,64.663,0.64738,-0.22332,0.021049,1.6
18.667,4,64.727,0.64951,-0.22339,0.022603,1.4947
8,0.33333,64.788,0.65247,-0.22484,0.02208,1.4947
15.333,20,64.85,0.65595,-0.22595,0.022332,1.4947
17,21.667,64.914,0.66001,-0.22673,0.023507,1.4947
10.667,15.333,64.976,0.66035,-0.22822,0.023172,1.4947
6.6667,1.6667,65.038,0.65888,-0.22843,0.022868,1.6421
25,8.6667,65.101,0.65753,-0.23046,0.024134,1.6421
12,25,65.163,0.65773,-0.22992,0.024809,1.6421
14.333,23,65.224,0.65609,-0.22832,0.025201,1.6421
17,18.333,65.287,0.65589,-0.22889,0.025977,1.6421
18,4.6667,65.349,0.65365,-0.22816,0.025268,1.4947
12,18.333,65.412,0.6556,-0.22827,0.026695,1.4947
4.6667,2.3333,65.474,0.65786,-0.22749,0.026329,1.4947
18.667,15,65.537,0.66124,-0.22491,0.024684,1.4947
24.667,12.333,65.6,0.66266,-0.22565,0.023996,1.4947
10,18,65.661,0.66254,-0.22444,0.023854,1.3684
17.333,11.667,65.723,0.66219,-0.22419,0.02341,1.3684
24,1,65.785,0.66423,-0.22275,0.022571,1.3684
13,12,65.847,0.6591,-0.22646,0.018389,1.3684
17,12.667,65.911,0.62925,-0.23016,0.015836,1.3684
12.667,0.33333,65.972,0.57568,-0.25036,0.017518,1.4947
3,16,66.034,0.51876,-0.29484,0.028958,1.4947
3.3333,8.3333,66.098,0.48248,-0.32335,0.036305,1.4947
3,22.333,66.161,0.48226,-0.32845,0.030367,1.4947
12,24.667,66.225,0.52159,-0.32393,0.015835,1.4947
25.333,7.3333,66.287,0.5588,-0.30933,0.0030665,1.4105
17,8,66.35,0.63346,-0.27771,-0.02398,1.4105
25,2.6667,66.412,0.68583,-0.25525,-0.034552,1.4105
2,19.667,66.474,0.73148,-0.23818,-0.036069,1.4105
8.3333,19.333,66.539,0.76351,-0.22417,-0.034315,1.4105
25.333,16.667,66.603,0.76856,-0.2181,-0.032889,1.2
0.33333,10.333,66.666,0.76676,-0.2118,-0.028438,1.2
4.6667,17,66.729,0.75559,-0.21263,-0.025226,1.2
20.333,14,66.791,0.74738,-0.21302,-0.024088,1.2
22.333,17.667,66.854,0.7363,-0.21599,-0.021568,1.2
16.333,23.333,66.917,0.73301,-0.21456,-0.021819,1.2
14,9,66.98,0.73459,-0.21391,-0.023624,0.75789
25.333,15,67.042,0.7325,-0.20935,-0.023794,0.75789
20,1,67.104,0.73395,-0.21038,-0.023096,0.75789
19,6,67.166,0.73163,-0.21264,-0.01987,0.75789
20,21,67.228,0.73205,-0.2112,-0.019042,0.75789
23.333,8,67.291,0.73031,-0.21176,-0.018956,0.75789
26,1.6667,67.352,0.72795,-0.2105,-0.01802,0.84211
26.333,18.667,67.415,0.72404,-0.21403,-0.020263,0.84211
24.667,17.333,67.479,0.71872,-0.21374,-0.019787,0.84211
7.6667,17.333,67.543,0.72009,-0.21486,-0.01849,1.1368
1.6667,23.667,67.607,0.71875,-0.21102,-0.01897,1.1368
22,4.6667,67.67,0.71803,-0.20927,-0.017516,1.1368
5,18,67.732,0.721,-0.2152,-0.016636,1.1368
1,10.333,67.795,0.7206,-0.21258,-0.016792,1.1368
20.667,18.667,67.858,0.72169,-0.20556,-0.019931,0.90526
14.667,8.3333,67.921,0.72369,-0.20633,-0.019928,0.90526
9,17.333,67.983,0.72432,-0.20529,-0.018659,0.90526
15.667,9.6667,68.046,0.72512,-0.20479,-0.018504,0.90526
23,24.667,68.11,0.724,-0.20381,-0.019017,0.90526
17.333,10.667,68.172,0.72514,-0.20055,-0.017476,1.0316
11.333,18.333,68.235,0.72529,-0.20357,-0.015341,1.0316
14.667,20.333,68.3,0.72315,-0.2024,-0.01542,1.0316
5,5.3333,68.362,0.71908,-0.2017,-0.0164,1.0316
6.3333,18.333,68.424,0.71763,-0.2011,-0.015715,1.0316
5.6667,21.333,68.486,0.71783,-0.20078,-0.015727,0.84211
7,19.667,68.551,0.71576,-0.19689,-0.015256,0.84211
25.333,5,68.613,0.71559,-0.1968,-0.014479,0.84211
17.333,3,68.675,0.71379,-0.19628,-0.011977,0.84211
22.333,22,68.739,0.70974,-0.19221,-0.011202,0.84211
10.667,26.333,68.801,0.70797,-0.1915,-0.010138,0.73684
4.6667,20.333,68.862,0.70139,-0.19281,-0.0098916,0.73684
20,24.333,68.926,0.69052,-0.18895,-0.011256,0.73684
23.333,16.333,68.991,0.68193,-0.18816,-0.011466,0.73684
9.6667,12.333,69.053,0.67273,-0.19748,-0.0085949,0.73684
5,1.3333,69.116,0.65259,-0.19923,-0.010099,1.1368
26.667,16,69.178,0.64133,-0.209,-0.013593,1.1368
25.667,21,69.24,0.60315,-0.22498,-0.012898,1.1368
4.3333,22,69.303,0.57278,-0.23985,-0.015138,1.1368
25,6,69.365,0.52397,-0.25742,-0.014318,1.1368
11.333,19.667,69.43,0.50029,-0.27253,-0.015869,0.96842
6,18.333,69.492,0.47661,-0.28764,-0.017419,0.96842
3.6667,26,69.554,0.46385,-0.29253,-0.022973,0.96842
7,11,69.617,0.46346,-0.30108,-0.022743,0.96842
14.667,1.6667,69.679,0.47461,-0.31295,-0.034665,0.96842
2.3333,8.6667,69.741,0.49725,-0.31512,-0.050676,1.0316
16,8.6667,69.804,0.51549,-0.31155,-0.060009,1.0316
1,13.333,69.87,0.55953,-0.30957,-0.069592,1.0316
12.333,1.6667,69.933,0.59685,-0.31002,-0.07378,1.0316
9,2.6667,69.995,0.62619,-0.30036,-0.077156,1.0316
25.333,6.6667,70.059,0.65604,-0.28193,-0.078475,0.98947
8.3333,21,70.121,0.68277,-0.27124,-0.080054,0.98947
11.667,23.333,70.184,0.71258,-0.26612,-0.082433,0.98947
17.667,16.667,70.247,0.73483,-0.25917,-0.082194,0.98947
10.333,9,70.309,0.75191,-0.25207,-0.083323,0.98947
3.6667,7.3333,70.371,0.76538,-0.23252,-0.074797,1.0526
2.6667,1,70.434,0.77869,-0.22385,-0.071282,1.0526
8.3333,23.333,70.495,0.77671,-0.20824,-0.064664,1.0526
22,6.6667,70.557,0.77393,-0.20977,-0.062254,1.0526
17,26.333,70.62,0.77773,-0.21131,-0.059844,1.0526
5.6667,3.6667,70.682,0.78518,-0.24886,-0.062322,1.1579
26.333,14.333,70.745,0.77577,-0.25496,-0.062405,1.1579
12,10.333,70.807,0.77,-0.25208,-0.062064,1.1579
22.333,21,70.869,0.76708,-0.25116,-0.064171,1.1579
14.667,24.667,70.932,0.76726,-0.25183,-0.066375,1.1579
1,9.6667,70.994,0.76514,-0.25014,-0.067557,1.0526
0.33333,24.333,71.062,0.76569,-0.25013,-0.066819,1.0526
21,3.3333,71.125,0.76964,-0.25237,-0.066401,1.0526
12,1,71.188,0.76849,-0.25044,-0.064712,1.0526
8,24.333,71.25,0.76727,-0.24733,-0.063513,1.0526
23.333,25,71.313,0.76545,-0.24543,-0.06352,1.1158
17.667,16,71.375,0.76504,-0.2477,-0.062014,1.1158
7.6667,1.6667,71.437,0.76139,-0.24782,-0.059684,1.1158
17.333,23.667,71.501,0.76361,-0.25244,-0.060824,1.1158
7.3333,22.667,71.563,0.76488,-0.25463,-0.064222,1.1158
4.6667,15.333,71.625,0.75804,-0.25057,-0.063992,1.1579
10,12.333,71.688,0.75543,-0.24414,-0.061729,1.1579
14.667,2,71.751,0.74614,-0.23395,-0.058883,1.1579
25,10.333,71.814,0.75471,-0.24067,-0.059936,1.1579
20,20,71.878,0.75685,-0.24635,-0.057804,1.1579
4,14,71.941,0.76218,-0.25022,-0.05644,1.0526
0.33333,13.333,72.004,0.76041,-0.24773,-0.056113,1.0526
3.6667,22.333,72.067,0.75905,-0.24661,-0.056961,1.0526
24.667,0.66667,72.131,0.75989,-0.2529,-0.056991,1.0526
18,7.3333,72.193,0.76077,-0.2542,-0.055969,1.0526
3.3333,4,72.265,0.75922,-0.25223,-0.056487,0.8
25.667,1,72.328,0.75732,-0.24804,-0.055876,0.8
3.3333,8,72.39,0.75744,-0.24659,-0.05648,0.8
13.333,24,72.452,0.7549,-0.24615,-0.056779,0.8
9.6667,4.6667,72.515,0.75491,-0.2464,-0.057109,0.8
12.667,26.667,72.577,0.75492,-0.24664,-0.057439,0.8
1.6667,3.6667,72.641,0.75487,-0.2449,-0.05924,0.92632
9,12.667,72.703,0.754,-0.24385,-0.060049,0.92632
7.3333,10,72.767,0.7546,-0.24417,-0.059833,0.92632
6.6667,17.667,72.829,0.75359,-0.24444,-0.060335,0.92632
25.333,23.333,72.892,0.75352,-0.24215,-0.060777,0.92632
1,8,72.956,0.75387,-0.24221,-0.060907,0.92632
24.333,7.3333,73.019,0.75128,-0.24096,-0.060782,1.4947
10,2.3333,73.081,0.74802,-0.23571,-0.06094,1.4947
18,5,73.143,0.74658,-0.23625,-0.061145,1.4947
25.667,20.333,73.205,0.74714,-0.23807,-0.060663,1.6632
2.6667,24.333,73.267,0.74988,-0.23892,-0.060385,1.6632
18.333,17.333,73.332,0.74907,-0.2367,-0.060392,1.6632
11,14,73.395,0.75141,-0.23771,-0.059574,1.6632
3,19,73.458,0.74918,-0.23622,-0.059498,1.6632
13.333,1.3333,73.521,0.74875,-0.23778,-0.059382,1.4105
12.333,24,73.583,0.74759,-0.23861,-0.059008,1.4105
23.667,18,73.645,0.74607,-0.23664,-0.05871,1.4105
17.667,4.6667,73.707,0.74578,-0.23812,-0.058978,1.4105
7.6667,13.667,73.77,0.74557,-0.23849,-0.057438,1.4105
17.667,14.333,73.832,0.74606,-0.2382,-0.057196,1.4737
17.333,16.667,73.896,0.74435,-0.23808,-0.058163,1.4737
24,26,73.958,0.74147,-0.23889,-0.059121,1.4737
23.667,15.333,74.022,0.73846,-0.24068,-0.057103,1.4737
9,15.667,74.086,0.74016,-0.23864,-0.05318,1.4737
11.667,25,74.148,0.75896,-0.24323,-0.04519,1.4737
21.667,1.6667,74.222,0.8029,-0.25299,-0.042109,1.4737
24.667,17.667,74.284,0.9051,-0.22108,-0.049132,1.4737
23.333,2.6667,74.346,0.97098,-0.1932,-0.058173,1.4737
13.333,16.333,74.409,1.0204,-0.16205,-0.064857,1.4737
15.667,21.667,74.471,1.0578,-0.14296,-0.072082,1.2632
24.667,1,74.535,1.0728,-0.13031,-0.081498,1.2632
4.6667,14,74.597,1.0689,-0.12651,-0.090275,1.2632
10,8,74.66,1.0364,-0.12521,-0.10636,1.2632
7,17.667,74.722,0.99219,-0.13535,-0.12109,1.2632
22.333,16,74.784,0.94236,-0.15621,-0.12614,1.5158
2,1.6667,74.848,0.88341,-0.1835,-0.12497,1.5158
7.6667,24,74.912,0.84571,-0.19382,-0.11882,1.5158
15,25.667,74.976,0.76593,-0.22469,-0.10727,1.5158
16.667,5,75.039,0.72939,-0.25289,-0.094199,1.5158
11,2,75.101,0.7124,-0.26933,-0.08724,1.2421
7,26.667,75.163,0.67911,-0.2671,-0.076508,1.2421
11.333,11.667,75.225,0.67269,-0.26788,-0.072911,1.2421
10.333,20.333,75.288,0.67402,-0.25976,-0.076073,1.2421
2.6667,24.667,75.351,0.67914,-0.25104,-0.079959,1.2421
3.6667,23.333,75.414,0.67975,-0.24727,-0.079127,1.5789
16.333,26,75.476,0.69384,-0.25524,-0.081026,1.5789
17.667,8,75.538,0.69437,-0.24652,-0.083537,1.5789
22.667,19,75.6,0.69973,-0.24932,-0.084287,1.5789
13.333,24.333,75.662,0.70135,-0.2493,-0.084332,1.5789
8.3333,23.333,75.725,0.70095,-0.24962,-0.084326,1.2632
4.6667,22.333,75.788,0.70353,-0.24964,-0.084902,1.2632
1.3333,1,75.851,0.7061,-0.24593,-0.085342,1.2632
6.3333,24.333,75.912,0.70805,-0.24484,-0.084596,1.2632
10,17,75.975,0.71138,-0.24678,-0.084082,1.2632
15.333,15.333,76.039,0.70912,-0.24479,-0.083619,1.2421
15.333,20,76.103,0.70918,-0.24546,-0.085292,1.2421
21,13.667,76.167,0.7089,-0.24104,-0.083958,1.2421
16,23.333,76.23,0.71062,-0.24397,-0.083886,1.2421
3,4,76.293,0.70934,-0.24101,-0.083195,1.2421
17.333,17.667,76.356,0.71268,-0.24133,-0.082989,1.5368
2,16,76.418,0.7124,-0.24114,-0.082634,1.5368
10,14,76.48,0.71255,-0.2392,-0.081509,1.5368
7.6667,6.6667,76.543,0.71145,-0.23968,-0.081757,1.5368
20,26,76.606,0.71283,-0.24057,-0.082911,1.5368
2,24.667,76.668,0.71135,-0.23887,-0.082511,1.2842
20.333,17.667,76.73,0.71439,-0.24101,-0.082921,1.2842
6.6667,3,76.792,0.7145,-0.23783,-0.083597,1.2842
6.3333,14,76.855,0.71137,-0.23455,-0.0836,1.2842
0.33333,13,76.918,0.71418,-0.23918,-0.083617,1.2842
3.6667,2,76.98,0.71163,-0.23464,-0.082228,1.2842
5.6667,10.667,77.042,0.71177,-0.2336,-0.084407,1.0737
6,21.667,77.105,0.71009,-0.23471,-0.083792,1.0737
24.333,21,77.167,0.70998,-0.23393,-0.082064,1.0737
7.6667,3.3333,77.23,0.71176,-0.23545,-0.082381,1.0737
2.6667,11,77.292,0.71025,-0.23384,-0.083161,1.0737
21,21.333,77.359,0.71271,-0.23472,-0.084014,1.0737
18,7,77.422,0.71201,-0.2356,-0.084868,0.86316
16.667,15.667,77.484,0.71038,-0.23517,-0.083765,0.86316
9.3333,1,77.545,0.70999,-0.23764,-0.083369,0.86316
18.667,18.333,77.608,0.70903,-0.23607,-0.083073,0.73684
6.3333,22.333,77.671,0.71022,-0.23821,-0.082749,0.73684
8.3333,18.667,77.734,0.70923,-0.23636,-0.082267,0.73684
9.6667,9.6667,77.797,0.711,-0.23796,-0.081836,0.73684
6,13.333,77.863,0.71064,-0.23745,-0.081789,0.73684
18.333,7.6667,77.925,0.7121,-0.23877,-0.081049,1.0316
19.667,7.3333,77.988,0.71318,-0.23938,-0.079659,1.0316
0.33333,20.667,78.064,0.71458,-0.23786,-0.078923,1.0316
9.6667,15.667,78.127,0.71558,-0.23916,-0.079421,1.0316
6.6667,14.667,78.189,0.7144,-0.23825,-0.079394,1.0316
25,26.667,78.251,0.71446,-0.23885,-0.079898,1.1579
20.667,20.667,78.313,0.71463,-0.23958,-0.080394,1.1579
10.333,15.667,78.376,0.71575,-0.23998,-0.079559,1.1579
18.333,21.333,78.439,0.71795,-0.23968,-0.077171,1.1579
18.667,14.667,78.501,0.72953,-0.23918,-0.073015,1.1579
16,2.3333,78.567,0.74126,-0.23323,-0.067475,1.0526
25.667,12.667,78.629,0.74472,-0.22201,-0.061027,1.0526
21,22.667,78.691,0.77406,-0.22699,-0.044379,1.0526
14.667,11,78.755,0.81288,-0.22307,-0.051619,1.0526
2.6667,6.3333,78.817,0.84139,-0.20751,-0.05922,1.0526
23.667,14.667,78.879,0.88932,-0.19901,-0.079022,1.0526
7,10,78.944,0.9316,-0.21043,-0.09451,1.0526
12.667,20.333,79.007,0.97261,-0.21897,-0.10416,1.0526
9,20.667,79.069,0.99706,-0.20758,-0.11116,1.0526
20.333,9.3333,79.137,1.0086,-0.18468,-0.11655,1.0526
21.667,26,79.199,1.0081,-0.16744,-0.12136,0.8
21.667,9.6667,79.262,1.0105,-0.16405,-0.12805,0.8
23.667,5.3333,79.324,1.0036,-0.15591,-0.14024,0.8
2.3333,2.6667,79.387,0.9876,-0.15131,-0.15446,0.8
18,8.6667,79.456,0.98241,-0.1583,-0.17215,0.8
13.667,25.667,79.518,0.97312,-0.16239,-0.18298,0.88421
9,17.333,79.58,0.95953,-0.16404,-0.18909,0.88421
16,5.6667,79.642,0.95446,-0.18194,-0.19828,0.88421
9.6667,9,79.704,0.94243,-0.19011,-0.196,0.88421
5.6667,9.3333,79.767,0.92893,-0.19947,-0.19918,0.88421
7,24,79.83,0.91436,-0.20561,-0.20175,0.98947
2.6667,13.667,79.893,0.8962,-0.21659,-0.20261,0.98947
4.3333,15,79.956,0.87556,-0.21885,-0.20182,0.98947
